"CLDR Short Name";"Code";"Browser"
"man in suit levitating: medium-light skin tone";"U+1F574 U+1F3FC";"🕴🏼"
"man in suit levitating: medium skin tone";"U+1F574 U+1F3FD";"🕴🏽"
"man in suit levitating: medium-dark skin tone";"U+1F574 U+1F3FE";"🕴🏾"
"man in suit levitating: dark skin tone";"U+1F574 U+1F3FF";"🕴🏿"
"speaking head";"U+1F5E3";"🗣"
"bust in silhouette";"U+1F464";"👤"
"busts in silhouette";"U+1F465";"👥"
"person fencing";"U+1F93A";"🤺"
"horse racing";"U+1F3C7";"🏇"
"horse racing: light skin tone";"U+1F3C7 U+1F3FB";"🏇🏻"
"horse racing: medium-light skin tone";"U+1F3C7 U+1F3FC";"🏇🏼"
"horse racing: medium skin tone";"U+1F3C7 U+1F3FD";"🏇🏽"
"horse racing: medium-dark skin tone";"U+1F3C7 U+1F3FE";"🏇🏾"
"horse racing: dark skin tone";"U+1F3C7 U+1F3FF";"🏇🏿"
"skier";"U+26F7";"⛷"
"snowboarder";"U+1F3C2";"🏂"
"snowboarder: light skin tone";"U+1F3C2 U+1F3FB";"🏂🏻"
"snowboarder: medium-light skin tone";"U+1F3C2 U+1F3FC";"🏂🏼"
"snowboarder: medium skin tone";"U+1F3C2 U+1F3FD";"🏂🏽"
"snowboarder: medium-dark skin tone";"U+1F3C2 U+1F3FE";"🏂🏾"
"snowboarder: dark skin tone";"U+1F3C2 U+1F3FF";"🏂🏿"
"person golfing";"U+1F3CC";"🏌"
"person golfing: light skin tone";"U+1F3CC U+1F3FB";"🏌🏻"
"person golfing: medium-light skin tone";"U+1F3CC U+1F3FC";"🏌🏼"
"person golfing: medium skin tone";"U+1F3CC U+1F3FD";"🏌🏽"
"person golfing: medium-dark skin tone";"U+1F3CC U+1F3FE";"🏌🏾"
"person golfing: dark skin tone";"U+1F3CC U+1F3FF";"🏌🏿"
"man golfing";"U+1F3CC U+FE0F U+200D U+2642 U+FE0F";"🏌️
♂️"
"man golfing: light skin tone";"U+1F3CC U+1F3FB U+200D U+2642 U+FE0F";"🏌🏻
♂️"
"man golfing: medium-light skin tone";"U+1F3CC U+1F3FC U+200D U+2642 U+FE0F";"🏌🏼
♂️"
"man golfing: medium skin tone";"U+1F3CC U+1F3FD U+200D U+2642 U+FE0F";"🏌🏽
♂️"
"man golfing: medium-dark skin tone";"U+1F3CC U+1F3FE U+200D U+2642 U+FE0F";"🏌🏾
♂️"
"man golfing: dark skin tone";"U+1F3CC U+1F3FF U+200D U+2642 U+FE0F";"🏌🏿
♂️"
"woman golfing";"U+1F3CC U+FE0F U+200D U+2640 U+FE0F";"🏌️
♀️"
"woman golfing: light skin tone";"U+1F3CC U+1F3FB U+200D U+2640 U+FE0F";"🏌🏻
♀️"
"woman golfing: medium-light skin tone";"U+1F3CC U+1F3FC U+200D U+2640 U+FE0F";"🏌🏼
♀️"
"woman golfing: medium skin tone";"U+1F3CC U+1F3FD U+200D U+2640 U+FE0F";"🏌🏽
♀️"
"woman golfing: medium-dark skin tone";"U+1F3CC U+1F3FE U+200D U+2640 U+FE0F";"🏌🏾
♀️"
"woman golfing: dark skin tone";"U+1F3CC U+1F3FF U+200D U+2640 U+FE0F";"🏌🏿
♀️"
"person surfing";"U+1F3C4";"🏄"
"person surfing: light skin tone";"U+1F3C4 U+1F3FB";"🏄🏻"
"person surfing: medium-light skin tone";"U+1F3C4 U+1F3FC";"🏄🏼"
"person surfing: medium skin tone";"U+1F3C4 U+1F3FD";"🏄🏽"
"person surfing: medium-dark skin tone";"U+1F3C4 U+1F3FE";"🏄🏾"
"person surfing: dark skin tone";"U+1F3C4 U+1F3FF";"🏄🏿"
"man surfing";"U+1F3C4 U+200D U+2642 U+FE0F";"🏄
♂️"
"man surfing: light skin tone";"U+1F3C4 U+1F3FB U+200D U+2642 U+FE0F";"🏄🏻
♂️"
"man surfing: medium-light skin tone";"U+1F3C4 U+1F3FC U+200D U+2642 U+FE0F";"🏄🏼
♂️"
"man surfing: medium skin tone";"U+1F3C4 U+1F3FD U+200D U+2642 U+FE0F";"🏄🏽
♂️"
"man surfing: medium-dark skin tone";"U+1F3C4 U+1F3FE U+200D U+2642 U+FE0F";"🏄🏾
♂️"
"man surfing: dark skin tone";"U+1F3C4 U+1F3FF U+200D U+2642 U+FE0F";"🏄🏿
♂️"
"woman surfing";"U+1F3C4 U+200D U+2640 U+FE0F";"🏄
♀️"
"woman surfing: light skin tone";"U+1F3C4 U+1F3FB U+200D U+2640 U+FE0F";"🏄🏻
♀️"
"woman surfing: medium-light skin tone";"U+1F3C4 U+1F3FC U+200D U+2640 U+FE0F";"🏄🏼
♀️"
"woman surfing: medium skin tone";"U+1F3C4 U+1F3FD U+200D U+2640 U+FE0F";"🏄🏽
♀️"
"woman surfing: medium-dark skin tone";"U+1F3C4 U+1F3FE U+200D U+2640 U+FE0F";"🏄🏾
♀️"
"woman surfing: dark skin tone";"U+1F3C4 U+1F3FF U+200D U+2640 U+FE0F";"🏄🏿
♀️"
"person rowing boat";"U+1F6A3";"🚣"
"person rowing boat: light skin tone";"U+1F6A3 U+1F3FB";"🚣🏻"
"person rowing boat: medium-light skin tone";"U+1F6A3 U+1F3FC";"🚣🏼"
"person rowing boat: medium skin tone";"U+1F6A3 U+1F3FD";"🚣🏽"
"person rowing boat: medium-dark skin tone";"U+1F6A3 U+1F3FE";"🚣🏾"
"person rowing boat: dark skin tone";"U+1F6A3 U+1F3FF";"🚣🏿"
"man rowing boat";"U+1F6A3 U+200D U+2642 U+FE0F";"🚣
♂️"
"man rowing boat: light skin tone";"U+1F6A3 U+1F3FB U+200D U+2642 U+FE0F";"🚣🏻
♂️"
"man rowing boat: medium-light skin tone";"U+1F6A3 U+1F3FC U+200D U+2642 U+FE0F";"🚣🏼
♂️"
"man rowing boat: medium skin tone";"U+1F6A3 U+1F3FD U+200D U+2642 U+FE0F";"🚣🏽
♂️"
"man rowing boat: medium-dark skin tone";"U+1F6A3 U+1F3FE U+200D U+2642 U+FE0F";"🚣🏾
♂️"
"man rowing boat: dark skin tone";"U+1F6A3 U+1F3FF U+200D U+2642 U+FE0F";"🚣🏿
♂️"
"woman rowing boat";"U+1F6A3 U+200D U+2640 U+FE0F";"🚣
♀️"
"woman rowing boat: light skin tone";"U+1F6A3 U+1F3FB U+200D U+2640 U+FE0F";"🚣🏻
♀️"
"woman rowing boat: medium-light skin tone";"U+1F6A3 U+1F3FC U+200D U+2640 U+FE0F";"🚣🏼
♀️"
"woman rowing boat: medium skin tone";"U+1F6A3 U+1F3FD U+200D U+2640 U+FE0F";"🚣🏽
♀️"
"woman rowing boat: medium-dark skin tone";"U+1F6A3 U+1F3FE U+200D U+2640 U+FE0F";"🚣🏾
♀️"
"woman rowing boat: dark skin tone";"U+1F6A3 U+1F3FF U+200D U+2640 U+FE0F";"🚣🏿
♀️"
"person swimming";"U+1F3CA";"🏊"
"person swimming: light skin tone";"U+1F3CA U+1F3FB";"🏊🏻"
"person swimming: medium-light skin tone";"U+1F3CA U+1F3FC";"🏊🏼"
"person swimming: medium skin tone";"U+1F3CA U+1F3FD";"🏊🏽"
"person swimming: medium-dark skin tone";"U+1F3CA U+1F3FE";"🏊🏾"
"person swimming: dark skin tone";"U+1F3CA U+1F3FF";"🏊🏿"
"man swimming";"U+1F3CA U+200D U+2642 U+FE0F";"🏊
♂️"
"man swimming: light skin tone";"U+1F3CA U+1F3FB U+200D U+2642 U+FE0F";"🏊🏻
♂️"
"man swimming: medium-light skin tone";"U+1F3CA U+1F3FC U+200D U+2642 U+FE0F";"🏊🏼
♂️"
"man swimming: medium skin tone";"U+1F3CA U+1F3FD U+200D U+2642 U+FE0F";"🏊🏽
♂️"
"man swimming: medium-dark skin tone";"U+1F3CA U+1F3FE U+200D U+2642 U+FE0F";"🏊🏾
♂️"
"man swimming: dark skin tone";"U+1F3CA U+1F3FF U+200D U+2642 U+FE0F";"🏊🏿
♂️"
"woman swimming";"U+1F3CA U+200D U+2640 U+FE0F";"🏊
♀️"
"woman swimming: light skin tone";"U+1F3CA U+1F3FB U+200D U+2640 U+FE0F";"🏊🏻
♀️"
"woman swimming: medium-light skin tone";"U+1F3CA U+1F3FC U+200D U+2640 U+FE0F";"🏊🏼
♀️"
"woman swimming: medium skin tone";"U+1F3CA U+1F3FD U+200D U+2640 U+FE0F";"🏊🏽
♀️"
"woman swimming: medium-dark skin tone";"U+1F3CA U+1F3FE U+200D U+2640 U+FE0F";"🏊🏾
♀️"
"woman swimming: dark skin tone";"U+1F3CA U+1F3FF U+200D U+2640 U+FE0F";"🏊🏿
♀️"
"person bouncing ball";"U+26F9";"⛹"
"person bouncing ball: light skin tone";"U+26F9 U+1F3FB";"⛹🏻"
"person bouncing ball: medium-light skin tone";"U+26F9 U+1F3FC";"⛹🏼"
"person bouncing ball: medium skin tone";"U+26F9 U+1F3FD";"⛹🏽"
"person bouncing ball: medium-dark skin tone";"U+26F9 U+1F3FE";"⛹🏾"
"person bouncing ball: dark skin tone";"U+26F9 U+1F3FF";"⛹🏿"
"man bouncing ball";"U+26F9 U+FE0F U+200D U+2642 U+FE0F";"⛹️
♂️"
"man bouncing ball: light skin tone";"U+26F9 U+1F3FB U+200D U+2642 U+FE0F";"⛹🏻
♂️"
"man bouncing ball: medium-light skin tone";"U+26F9 U+1F3FC U+200D U+2642 U+FE0F";"⛹🏼
♂️"
"man bouncing ball: medium skin tone";"U+26F9 U+1F3FD U+200D U+2642 U+FE0F";"⛹🏽
♂️"
"man bouncing ball: medium-dark skin tone";"U+26F9 U+1F3FE U+200D U+2642 U+FE0F";"⛹🏾
♂️"
"man bouncing ball: dark skin tone";"U+26F9 U+1F3FF U+200D U+2642 U+FE0F";"⛹🏿
♂️"
"woman bouncing ball";"U+26F9 U+FE0F U+200D U+2640 U+FE0F";"⛹️
♀️"
"woman bouncing ball: light skin tone";"U+26F9 U+1F3FB U+200D U+2640 U+FE0F";"⛹🏻
♀️"
"woman bouncing ball: medium-light skin tone";"U+26F9 U+1F3FC U+200D U+2640 U+FE0F";"⛹🏼
♀️"
"woman bouncing ball: medium skin tone";"U+26F9 U+1F3FD U+200D U+2640 U+FE0F";"⛹🏽
♀️"
"woman bouncing ball: medium-dark skin tone";"U+26F9 U+1F3FE U+200D U+2640 U+FE0F";"⛹🏾
♀️"
"woman bouncing ball: dark skin tone";"U+26F9 U+1F3FF U+200D U+2640 U+FE0F";"⛹🏿
♀️"
"person lifting weights";"U+1F3CB";"🏋"
"person lifting weights: light skin tone";"U+1F3CB U+1F3FB";"🏋🏻"
"person lifting weights: medium-light skin tone";"U+1F3CB U+1F3FC";"🏋🏼"
"person lifting weights: medium skin tone";"U+1F3CB U+1F3FD";"🏋🏽"
"person lifting weights: medium-dark skin tone";"U+1F3CB U+1F3FE";"🏋🏾"
"person lifting weights: dark skin tone";"U+1F3CB U+1F3FF";"🏋🏿"
"man lifting weights";"U+1F3CB U+FE0F U+200D U+2642 U+FE0F";"🏋️
♂️"
"man lifting weights: light skin tone";"U+1F3CB U+1F3FB U+200D U+2642 U+FE0F";"🏋🏻
♂️"
"man lifting weights: medium-light skin tone";"U+1F3CB U+1F3FC U+200D U+2642 U+FE0F";"🏋🏼
♂️"
"man lifting weights: medium skin tone";"U+1F3CB U+1F3FD U+200D U+2642 U+FE0F";"🏋🏽
♂️"
"man lifting weights: medium-dark skin tone";"U+1F3CB U+1F3FE U+200D U+2642 U+FE0F";"🏋🏾
♂️"
"man lifting weights: dark skin tone";"U+1F3CB U+1F3FF U+200D U+2642 U+FE0F";"🏋🏿
♂️"
"woman lifting weights";"U+1F3CB U+FE0F U+200D U+2640 U+FE0F";"🏋️
♀️"
"woman lifting weights: light skin tone";"U+1F3CB U+1F3FB U+200D U+2640 U+FE0F";"🏋🏻
♀️"
"woman lifting weights: medium-light skin tone";"U+1F3CB U+1F3FC U+200D U+2640 U+FE0F";"🏋🏼
♀️"
"woman lifting weights: medium skin tone";"U+1F3CB U+1F3FD U+200D U+2640 U+FE0F";"🏋🏽
♀️"
"woman lifting weights: medium-dark skin tone";"U+1F3CB U+1F3FE U+200D U+2640 U+FE0F";"🏋🏾
♀️"
"woman lifting weights: dark skin tone";"U+1F3CB U+1F3FF U+200D U+2640 U+FE0F";"🏋🏿
♀️"
"person biking";"U+1F6B4";"🚴"
"person biking: light skin tone";"U+1F6B4 U+1F3FB";"🚴🏻"
"person biking: medium-light skin tone";"U+1F6B4 U+1F3FC";"🚴🏼"
"person biking: medium skin tone";"U+1F6B4 U+1F3FD";"🚴🏽"
"person biking: medium-dark skin tone";"U+1F6B4 U+1F3FE";"🚴🏾"
"person biking: dark skin tone";"U+1F6B4 U+1F3FF";"🚴🏿"
"man biking";"U+1F6B4 U+200D U+2642 U+FE0F";"🚴
♂️"
"man biking: light skin tone";"U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F";"🚴🏻
♂️"
"man biking: medium-light skin tone";"U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F";"🚴🏼
♂️"
"man biking: medium skin tone";"U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F";"🚴🏽
♂️"
"man biking: medium-dark skin tone";"U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F";"🚴🏾
♂️"
"man biking: dark skin tone";"U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F";"🚴🏿
♂️"
"woman biking";"U+1F6B4 U+200D U+2640 U+FE0F";"🚴
♀️"
"woman biking: light skin tone";"U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F";"🚴🏻
♀️"
"woman biking: medium-light skin tone";"U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F";"🚴🏼
♀️"
"woman biking: medium skin tone";"U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F";"🚴🏽
♀️"
"woman biking: medium-dark skin tone";"U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F";"🚴🏾
♀️"
"woman biking: dark skin tone";"U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F";"🚴🏿
♀️"
"person mountain biking";"U+1F6B5";"🚵"
"person mountain biking: light skin tone";"U+1F6B5 U+1F3FB";"🚵🏻"
"person mountain biking: medium-light skin tone";"U+1F6B5 U+1F3FC";"🚵🏼"
"person mountain biking: medium skin tone";"U+1F6B5 U+1F3FD";"🚵🏽"
"person mountain biking: medium-dark skin tone";"U+1F6B5 U+1F3FE";"🚵🏾"
"person mountain biking: dark skin tone";"U+1F6B5 U+1F3FF";"🚵🏿"
"man mountain biking";"U+1F6B5 U+200D U+2642 U+FE0F";"🚵
♂️"
"man mountain biking: light skin tone";"U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F";"🚵🏻
♂️"
"man mountain biking: medium-light skin tone";"U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F";"🚵🏼
♂️"
"man mountain biking: medium skin tone";"U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F";"🚵🏽
♂️"
"man mountain biking: medium-dark skin tone";"U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F";"🚵🏾
♂️"
"man mountain biking: dark skin tone";"U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F";"🚵🏿
♂️"
"woman mountain biking";"U+1F6B5 U+200D U+2640 U+FE0F";"🚵
♀️"
"woman mountain biking: light skin tone";"U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F";"🚵🏻
♀️"
"woman mountain biking: medium-light skin tone";"U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F";"🚵🏼
♀️"
"woman mountain biking: medium skin tone";"U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F";"🚵🏽
♀️"
"woman mountain biking: medium-dark skin tone";"U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F";"🚵🏾
♀️"
"woman mountain biking: dark skin tone";"U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F";"🚵🏿
♀️"
"racing car";"U+1F3CE";"🏎"
"motorcycle";"U+1F3CD";"🏍"
"person cartwheeling";"U+1F938";"🤸"
"person cartwheeling: light skin tone";"U+1F938 U+1F3FB";"🤸🏻"
"person cartwheeling: medium-light skin tone";"U+1F938 U+1F3FC";"🤸🏼"
"person cartwheeling: medium skin tone";"U+1F938 U+1F3FD";"🤸🏽"
"person cartwheeling: medium-dark skin tone";"U+1F938 U+1F3FE";"🤸🏾"
"person cartwheeling: dark skin tone";"U+1F938 U+1F3FF";"🤸🏿"
"man cartwheeling";"U+1F938 U+200D U+2642 U+FE0F";"🤸
♂️"
"man cartwheeling: light skin tone";"U+1F938 U+1F3FB U+200D U+2642 U+FE0F";"🤸🏻
♂️"
"man cartwheeling: medium-light skin tone";"U+1F938 U+1F3FC U+200D U+2642 U+FE0F";"🤸🏼
♂️"
"man cartwheeling: medium skin tone";"U+1F938 U+1F3FD U+200D U+2642 U+FE0F";"🤸🏽
♂️"
"man cartwheeling: medium-dark skin tone";"U+1F938 U+1F3FE U+200D U+2642 U+FE0F";"🤸🏾
♂️"
"man cartwheeling: dark skin tone";"U+1F938 U+1F3FF U+200D U+2642 U+FE0F";"🤸🏿
♂️"
"woman cartwheeling";"U+1F938 U+200D U+2640 U+FE0F";"🤸
♀️"
"woman cartwheeling: light skin tone";"U+1F938 U+1F3FB U+200D U+2640 U+FE0F";"🤸🏻
♀️"
"woman cartwheeling: medium-light skin tone";"U+1F938 U+1F3FC U+200D U+2640 U+FE0F";"🤸🏼
♀️"
"woman cartwheeling: medium skin tone";"U+1F938 U+1F3FD U+200D U+2640 U+FE0F";"🤸🏽
♀️"
"woman cartwheeling: medium-dark skin tone";"U+1F938 U+1F3FE U+200D U+2640 U+FE0F";"🤸🏾
♀️"
"woman cartwheeling: dark skin tone";"U+1F938 U+1F3FF U+200D U+2640 U+FE0F";"🤸🏿
♀️"
"people wrestling";"U+1F93C";"🤼"
"men wrestling";"U+1F93C U+200D U+2642 U+FE0F";"🤼
♂️"
"women wrestling";"U+1F93C U+200D U+2640 U+FE0F";"🤼
♀️"
"person playing water polo";"U+1F93D";"🤽"
"person playing water polo: light skin tone";"U+1F93D U+1F3FB";"🤽🏻"
"person playing water polo: medium-light skin tone";"U+1F93D U+1F3FC";"🤽🏼"
"person playing water polo: medium skin tone";"U+1F93D U+1F3FD";"🤽🏽"
"person playing water polo: medium-dark skin tone";"U+1F93D U+1F3FE";"🤽🏾"
"person playing water polo: dark skin tone";"U+1F93D U+1F3FF";"🤽🏿"
"man playing water polo";"U+1F93D U+200D U+2642 U+FE0F";"🤽
♂️"
"man playing water polo: light skin tone";"U+1F93D U+1F3FB U+200D U+2642 U+FE0F";"🤽🏻
♂️"
"man playing water polo: medium-light skin tone";"U+1F93D U+1F3FC U+200D U+2642 U+FE0F";"🤽🏼
♂️"
"man playing water polo: medium skin tone";"U+1F93D U+1F3FD U+200D U+2642 U+FE0F";"🤽🏽
♂️"
"man playing water polo: medium-dark skin tone";"U+1F93D U+1F3FE U+200D U+2642 U+FE0F";"🤽🏾
♂️"
"man playing water polo: dark skin tone";"U+1F93D U+1F3FF U+200D U+2642 U+FE0F";"🤽🏿
♂️"
"woman playing water polo";"U+1F93D U+200D U+2640 U+FE0F";"🤽
♀️"
"woman playing water polo: light skin tone";"U+1F93D U+1F3FB U+200D U+2640 U+FE0F";"🤽🏻
♀️"
"woman playing water polo: medium-light skin tone";"U+1F93D U+1F3FC U+200D U+2640 U+FE0F";"🤽🏼
♀️"
"woman playing water polo: medium skin tone";"U+1F93D U+1F3FD U+200D U+2640 U+FE0F";"🤽🏽
♀️"
"woman playing water polo: medium-dark skin tone";"U+1F93D U+1F3FE U+200D U+2640 U+FE0F";"🤽🏾
♀️"
"woman playing water polo: dark skin tone";"U+1F93D U+1F3FF U+200D U+2640 U+FE0F";"🤽🏿
♀️"
"person playing handball";"U+1F93E";"🤾"
"person playing handball: light skin tone";"U+1F93E U+1F3FB";"🤾🏻"
"person playing handball: medium-light skin tone";"U+1F93E U+1F3FC";"🤾🏼"
"person playing handball: medium skin tone";"U+1F93E U+1F3FD";"🤾🏽"
"person playing handball: medium-dark skin tone";"U+1F93E U+1F3FE";"🤾🏾"
"person playing handball: dark skin tone";"U+1F93E U+1F3FF";"🤾🏿"
"man playing handball";"U+1F93E U+200D U+2642 U+FE0F";"🤾
♂️"
"man playing handball: light skin tone";"U+1F93E U+1F3FB U+200D U+2642 U+FE0F";"🤾🏻
♂️"
"man playing handball: medium-light skin tone";"U+1F93E U+1F3FC U+200D U+2642 U+FE0F";"🤾🏼
♂️"
"man playing handball: medium skin tone";"U+1F93E U+1F3FD U+200D U+2642 U+FE0F";"🤾🏽
♂️"
"man playing handball: medium-dark skin tone";"U+1F93E U+1F3FE U+200D U+2642 U+FE0F";"🤾🏾
♂️"
"man playing handball: dark skin tone";"U+1F93E U+1F3FF U+200D U+2642 U+FE0F";"🤾🏿
♂️"
"woman playing handball";"U+1F93E U+200D U+2640 U+FE0F";"🤾
♀️"
"woman playing handball: light skin tone";"U+1F93E U+1F3FB U+200D U+2640 U+FE0F";"🤾🏻
♀️"
"woman playing handball: medium-light skin tone";"U+1F93E U+1F3FC U+200D U+2640 U+FE0F";"🤾🏼
♀️"
"woman playing handball: medium skin tone";"U+1F93E U+1F3FD U+200D U+2640 U+FE0F";"🤾🏽
♀️"
"woman playing handball: medium-dark skin tone";"U+1F93E U+1F3FE U+200D U+2640 U+FE0F";"🤾🏾
♀️"
"woman playing handball: dark skin tone";"U+1F93E U+1F3FF U+200D U+2640 U+FE0F";"🤾🏿
♀️"
"person juggling";"U+1F939";"🤹"
"person juggling: light skin tone";"U+1F939 U+1F3FB";"🤹🏻"
"person juggling: medium-light skin tone";"U+1F939 U+1F3FC";"🤹🏼"
"person juggling: medium skin tone";"U+1F939 U+1F3FD";"🤹🏽"
"person juggling: medium-dark skin tone";"U+1F939 U+1F3FE";"🤹🏾"
"person juggling: dark skin tone";"U+1F939 U+1F3FF";"🤹🏿"
"man juggling";"U+1F939 U+200D U+2642 U+FE0F";"🤹
♂️"
"man juggling: light skin tone";"U+1F939 U+1F3FB U+200D U+2642 U+FE0F";"🤹🏻
♂️"
"man juggling: medium-light skin tone";"U+1F939 U+1F3FC U+200D U+2642 U+FE0F";"🤹🏼
♂️"
"man juggling: medium skin tone";"U+1F939 U+1F3FD U+200D U+2642 U+FE0F";"🤹🏽
♂️"
"man juggling: medium-dark skin tone";"U+1F939 U+1F3FE U+200D U+2642 U+FE0F";"🤹🏾
♂️"
"man juggling: dark skin tone";"U+1F939 U+1F3FF U+200D U+2642 U+FE0F";"🤹🏿
♂️"
"woman juggling";"U+1F939 U+200D U+2640 U+FE0F";"🤹
♀️"
"woman juggling: light skin tone";"U+1F939 U+1F3FB U+200D U+2640 U+FE0F";"🤹🏻
♀️"
"woman juggling: medium-light skin tone";"U+1F939 U+1F3FC U+200D U+2640 U+FE0F";"🤹🏼
♀️"
"woman juggling: medium skin tone";"U+1F939 U+1F3FD U+200D U+2640 U+FE0F";"🤹🏽
♀️"
"woman juggling: medium-dark skin tone";"U+1F939 U+1F3FE U+200D U+2640 U+FE0F";"🤹🏾
♀️"
"woman juggling: dark skin tone";"U+1F939 U+1F3FF U+200D U+2640 U+FE0F";"🤹🏿
♀️"
"man and woman holding hands";"U+1F46B";"👫"
"two men holding hands";"U+1F46C";"👬"
"two women holding hands";"U+1F46D";"👭"
"kiss";"U+1F48F";"💏"
"kiss: woman, man";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468";"👩
❤️
💋
👨"
"kiss: man, man";"U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468";"👨
❤️
💋
👨"
"kiss: woman, woman";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469";"👩
❤️
💋
👩"
"couple with heart";"U+1F491";"💑"
"couple with heart: woman, man";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468";"👩
❤️
👨"
"couple with heart: man, man";"U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468";"👨
❤️
👨"
"couple with heart: woman, woman";"U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469";"👩
❤️
👩"
"family";"U+1F46A";"👪"
"family: man, woman, boy";"U+1F468 U+200D U+1F469 U+200D U+1F466";"👨
👩
👦"
"family: man, woman, girl";"U+1F468 U+200D U+1F469 U+200D U+1F467";"👨
👩
👧"
"family: man, woman, girl, boy";"U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466";"👨
👩
👧
👦"
"family: man, woman, boy, boy";"U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466";"👨
👩
👦
👦"
"family: man, woman, girl, girl";"U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467";"👨
👩
👧
👧"
"family: man, man, boy";"U+1F468 U+200D U+1F468 U+200D U+1F466";"👨
👨
👦"
"family: man, man, girl";"U+1F468 U+200D U+1F468 U+200D U+1F467";"👨
👨
👧"
"family: man, man, girl, boy";"U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466";"👨
👨
👧
👦"
"family: man, man, boy, boy";"U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466";"👨
👨
👦
👦"
"family: man, man, girl, girl";"U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467";"👨
👨
👧
👧"
"family: woman, woman, boy";"U+1F469 U+200D U+1F469 U+200D U+1F466";"👩
👩
👦"
"family: woman, woman, girl";"U+1F469 U+200D U+1F469 U+200D U+1F467";"👩
👩
👧"
"family: woman, woman, girl, boy";"U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466";"👩
👩
👧
👦"
"family: woman, woman, boy, boy";"U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466";"👩
👩
👦
👦"
"family: woman, woman, girl, girl";"U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467";"👩
👩
👧
👧"
"family: man, boy";"U+1F468 U+200D U+1F466";"👨
👦"
"family: man, boy, boy";"U+1F468 U+200D U+1F466 U+200D U+1F466";"👨
👦
👦"
"family: man, girl";"U+1F468 U+200D U+1F467";"👨
👧"
"family: man, girl, boy";"U+1F468 U+200D U+1F467 U+200D U+1F466";"👨
👧
👦"
"family: man, girl, girl";"U+1F468 U+200D U+1F467 U+200D U+1F467";"👨
👧
👧"
"family: woman, boy";"U+1F469 U+200D U+1F466";"👩
👦"
"family: woman, boy, boy";"U+1F469 U+200D U+1F466 U+200D U+1F466";"👩
👦
👦"
"family: woman, girl";"U+1F469 U+200D U+1F467";"👩
👧"
"family: woman, girl, boy";"U+1F469 U+200D U+1F467 U+200D U+1F466";"👩
👧
👦"
"family: woman, girl, girl";"U+1F469 U+200D U+1F467 U+200D U+1F467";"👩
👧
👧"
"selfie";"U+1F933";"🤳"
"selfie: light skin tone";"U+1F933 U+1F3FB";"🤳🏻"
"selfie: medium-light skin tone";"U+1F933 U+1F3FC";"🤳🏼"
"selfie: medium skin tone";"U+1F933 U+1F3FD";"🤳🏽"
"selfie: medium-dark skin tone";"U+1F933 U+1F3FE";"🤳🏾"
"selfie: dark skin tone";"U+1F933 U+1F3FF";"🤳🏿"
"flexed biceps";"U+1F4AA";"💪"
"flexed biceps: light skin tone";"U+1F4AA U+1F3FB";"💪🏻"
"flexed biceps: medium-light skin tone";"U+1F4AA U+1F3FC";"💪🏼"
"flexed biceps: medium skin tone";"U+1F4AA U+1F3FD";"💪🏽"
"flexed biceps: medium-dark skin tone";"U+1F4AA U+1F3FE";"💪🏾"
"flexed biceps: dark skin tone";"U+1F4AA U+1F3FF";"💪🏿"
"backhand index pointing left";"U+1F448";"👈"
"backhand index pointing left: light skin tone";"U+1F448 U+1F3FB";"👈🏻"
